CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdListeFauFlor;LbListeFauFlor;CdTypListeFauFlor;MnTypListeFauFlor;CdTypTaxRep;MnTypTaxRep;CdAppelTaxon;NomLatinAppelTaxon;RsTaxRep;CdRqNbrTaxRep;MnemoRqNbrTaxRep;CdUniteMesure;SymUniteMesure;RefOperationPrelBio;CdProducteur;NomProducteur
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;200;Hydroptila;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;212;Hydropsyche;25.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;239;Psychomyia;36.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;249;Ecnomus;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;312;Mystacides;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;317;Oecetis;12.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;3198;Raptobaetopus;2.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;364;Baetis;8.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;391;Procloeon bifidum;13.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;443;Heptagenia;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;457;Caenis;9.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;474;Choroterpes;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;496;Ephoron;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;617;Stenelmis;4.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;619;Esolus;4.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;623;Limnius;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;719;Micronecta;4.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;721;Aphelocheirus;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;807;Chironomidae;78.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;856;Sisyra;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;887;Gammaridae;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;888;Echinogammarus;8.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;933;Oligochaeta;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;967;Theodoxus;22.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;9785;Zygoptera;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;B;;;;1;NbrTax;994;Bithynia;12.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;1028;Ancylus;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;1051;Corbicula;95.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;1055;Dugesiidae;3.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;200;Hydroptila;25.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;212;Hydropsyche;22.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;239;Psychomyia;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;3326;Turbellaria;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;364;Baetis;59.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;399;Heptageniidae;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;443;Heptagenia;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;457;Caenis;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;617;Stenelmis;9.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;619;Esolus;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;623;Limnius;2.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;721;Aphelocheirus;2.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;801;Simuliidae;12.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;807;Chironomidae;518.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;888;Echinogammarus;24.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;933;Oligochaeta;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;967;Theodoxus;71.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C;;;;1;NbrTax;994;Bithynia;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;1055;Dugesiidae;33.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;200;Hydroptila;8.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;212;Hydropsyche;9.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;231;Polycentropus;2.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;239;Psychomyia;14.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;312;Mystacides;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;317;Oecetis;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;318;Setodes;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;391;Procloeon bifidum;29.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;443;Heptagenia;2.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;457;Caenis;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;474;Choroterpes;9.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;617;Stenelmis;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;619;Esolus;3.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;623;Limnius;2.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;658;Coenagrionidae;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;719;Micronecta;185.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;721;Aphelocheirus;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;807;Chironomidae;191.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;888;Echinogammarus;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;928;Erpobdellidae;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;933;Oligochaeta;1.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2016-08-22;C';;;;1;NbrTax;967;Theodoxus;78.0;1;Domaine de validité;X;X;1637701;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;1004;Radix;16.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;1025;Menetus;50.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;1051;Corbicula;12.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;1054;Tricladida;11.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;1055;Dugesiidae;27.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;19280;Physella;9.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;200;Hydroptila;36.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;212;Hydropsyche;4.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;241;Lype;1.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;317;Oecetis;1.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;363;Baetidae;2.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;364;Baetis;4.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;388;Cloeon dipterum;1.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;390;Procloeon;4.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;391;Procloeon bifidum;27.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;457;Caenis;16.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
05080890;La Garonne à Bourdelles;700;13;Macroinvertébrés aquatiques;2017-08-01;A;;;;1;NbrTax;474;Choroterpes;2.0;1;Domaine de validité;X;X;1702427;18310006400033;AGENCE DE L'EAU ADOUR GARONNE
